profile_id,condition,gender,age_band,race,education,income,party
synthetic_14843,Portrait Prof. Cherry,Female,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_14844,Funding,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_14845,Peer-review,Female,30-44,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_14846,Portrait Prof. Cherry,Female,45-59,Other,High school diploma / GED,"$168,000 or more",Other
synthetic_14847,Corporate reliance,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_14848,Portrait Prof. Cherry,Female,45-59,Hispanic / Latino,Doctorate degree / Ph.D.,"$56,000 to $99,999",Independent
synthetic_14849,Portrait Prof. Cherry,Male,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_14850,control,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_14851,Corporate reliance,Female,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican
synthetic_14852,Interview Prof. Sebille,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_14853,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat
synthetic_14854,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_14855,Measurement & modeling (1),Female,30-44,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent
synthetic_14856,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_14857,Portrait Prof. Cherry,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_14858,Social justice,Male,30-44,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_14859,Interview Prof. Maraun,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Other
synthetic_14860,Former skeptics,Female,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_14861,Measurement & modeling (1),Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_14862,Peer-review,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_14863,Scientist community helpers,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_14864,Portrait Prof. Cherry,Male,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent
synthetic_14865,Corporate reliance,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_14866,Measurement & modeling (1),Male,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican
synthetic_14867,control,Male,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent
synthetic_14868,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_14869,Extreme weather predictions,Male,60+,Black / African American,Bachelor's degree,"Less than $30,000",Republican
synthetic_14870,Interview Prof. Maraun,Female,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_14871,Funding,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_14872,Peer-review,Female,18-29,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_14873,High public trust,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_14874,Former skeptics,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat
synthetic_14875,Consensus,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_14876,Extreme weather predictions,Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_14877,Measurement & modeling (1),Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican
synthetic_14878,Oil industry misinformation,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_14879,Interview Prof. Maraun,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_14880,Social justice,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_14881,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_14882,Portrait Prof. Cherry,Male,60+,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Other
synthetic_14883,Portrait Prof. Cherry,Female,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Other
synthetic_14884,Consensus,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_14885,High public trust,Male,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_14886,Measurement & modeling (2),Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_14887,Oil industry misinformation,Male,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_14888,High public trust,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other
synthetic_14889,Consensus,Female,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_14890,High public trust,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_14891,Oil industry misinformation,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_14892,Former skeptics,Male,60+,Black / African American,Less than high school,"$56,000 to $99,999",Independent
synthetic_14893,Portrait Prof. Cherry,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_14894,High public trust,Male,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican
synthetic_14895,Measurement & modeling (1),Male,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Independent
synthetic_14896,Interview Prof. Maraun,Female,18-29,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican
synthetic_14897,Scientist community helpers,Male,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Other
synthetic_14898,Measurement & modeling (1),Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_14899,control,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_14900,Interview Prof. Sebille,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_14901,Corporate reliance,Female,30-44,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Republican
synthetic_14902,Oil industry misinformation,Female,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent
synthetic_14903,Peer-review,Female,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Other
synthetic_14904,Interview Prof. Maraun,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_14905,control,Male,18-29,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_14906,Measurement & modeling (1),Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_14907,Measurement & modeling (2),Female,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_14908,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_14909,Measurement & modeling (1),Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_14910,Consensus,Male,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Republican
synthetic_14911,Oil industry misinformation,Male,30-44,White / Caucasian,Less than high school,"Less than $30,000",Republican
synthetic_14912,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_14913,Measurement & modeling (1),Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_14914,Portrait Prof. Cherry,Male,30-44,Other,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_14915,Peer-review,Male,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat
synthetic_14916,Peer-review,Male,30-44,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_14917,Measurement & modeling (1),Male,45-59,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent
synthetic_14918,Measurement & modeling (2),Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_14919,Portrait Prof. Cherry,Male,18-29,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_14920,Interview Prof. Sebille,Female,60+,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_14921,Measurement & modeling (2),Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_14922,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_14923,Interview Prof. Maraun,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_14924,Scientist community helpers,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_14925,Measurement & modeling (1),Male,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent
synthetic_14926,Former skeptics,Male,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_14927,control,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_14928,Oil industry misinformation,Female,45-59,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_14929,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_14930,Consensus,Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_14931,Measurement & modeling (2),Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_14932,High public trust,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Other
synthetic_14933,Consensus,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_14934,High public trust,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_14935,High public trust,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_14936,control,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_14937,Measurement & modeling (2),Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_14938,control,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_14939,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_14940,Interview Prof. Maraun,Male,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican
synthetic_14941,Consensus,Female,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_14942,Consensus,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Other
synthetic_14943,High public trust,Male,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_14944,High public trust,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_14945,Interview Prof. Maraun,Female,18-29,Other,High school diploma / GED,"Less than $30,000",Republican
synthetic_14946,Extreme weather predictions,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_14947,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_14948,Scientist community helpers,Male,30-44,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat
synthetic_14949,control,Male,45-59,Hispanic / Latino,Less than high school,"Less than $30,000",Republican
synthetic_14950,Measurement & modeling (2),Male,45-59,Black / African American,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_14951,Corporate reliance,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_14952,Peer-review,Female,30-44,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_14953,Peer-review,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_14954,Interview Prof. Sebille,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_14955,Measurement & modeling (2),Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_14956,Measurement & modeling (2),Male,30-44,Hispanic / Latino,Less than high school,"Less than $30,000",Independent
synthetic_14957,Interview Prof. Sebille,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_14958,Measurement & modeling (1),Female,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_14959,Portrait Prof. Cherry,Female,18-29,Black / African American,Master's degree / Professional degree,"Less than $30,000",Democrat
synthetic_14960,control,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat
synthetic_14961,Portrait Prof. Cherry,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_14962,control,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent
synthetic_14963,Scientist community helpers,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_14964,Portrait Prof. Cherry,Female,45-59,Black / African American,Master's degree / Professional degree,"Less than $30,000",Independent
synthetic_14965,High public trust,Female,45-59,Asian / Asian American,Less than high school,"$100,000 to $167,999",Democrat
synthetic_14966,Scientist community helpers,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_14967,Consensus,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_14968,Model accuracy,Female,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_14969,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_14970,Scientist community helpers,Male,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Democrat
synthetic_14971,High public trust,Female,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_14972,control,Male,45-59,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_14973,Interview Prof. Sebille,Male,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_14974,Funding,Male,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_14975,Measurement & modeling (2),Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_14976,control,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_14977,Former skeptics,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican
synthetic_14978,Model accuracy,Female,30-44,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_14979,High public trust,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Other
synthetic_14980,Scientist community helpers,Male,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Other
synthetic_14981,Interview Prof. Maraun,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_14982,Extreme weather predictions,Female,30-44,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Independent
synthetic_14983,Funding,Female,30-44,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_14984,High public trust,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat
synthetic_14985,Corporate reliance,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other
synthetic_14986,Measurement & modeling (1),Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_14987,Social justice,Female,45-59,Black / African American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_14988,Interview Prof. Sebille,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_14989,Social justice,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
synthetic_14990,Extreme weather predictions,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_14991,control,Female,45-59,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat
synthetic_14992,Interview Prof. Maraun,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_14993,Measurement & modeling (2),Female,45-59,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_14994,Interview Prof. Maraun,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_14995,Oil industry misinformation,Male,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican
synthetic_14996,Extreme weather predictions,Female,60+,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent
synthetic_14997,Peer-review,Male,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_14998,Portrait Prof. Cherry,Male,45-59,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat
synthetic_14999,Interview Prof. Maraun,Other,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15000,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_15001,Portrait Prof. Cherry,Male,45-59,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_15002,Funding,Male,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_15003,Interview Prof. Sebille,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_15004,Interview Prof. Maraun,Female,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_15005,Funding,Male,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_15006,Interview Prof. Maraun,Female,30-44,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_15007,Interview Prof. Sebille,Male,30-44,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_15008,Former skeptics,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_15009,Extreme weather predictions,Female,18-29,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_15010,Social justice,Female,60+,Other,Less than high school,"Less than $30,000",Democrat
synthetic_15011,Consensus,Female,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_15012,control,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_15013,Consensus,Male,45-59,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_15014,Interview Prof. Maraun,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_15015,Oil industry misinformation,Male,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_15016,Funding,Female,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15017,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_15018,Extreme weather predictions,Male,18-29,Asian / Asian American,Less than high school,"$56,000 to $99,999",Democrat
synthetic_15019,Former skeptics,Male,30-44,White / Caucasian,Less than high school,"Less than $30,000",Republican
synthetic_15020,Former skeptics,Male,45-59,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_15021,Interview Prof. Sebille,Male,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_15022,Model accuracy,Male,30-44,Black / African American,High school diploma / GED,"Less than $30,000",Independent
synthetic_15023,Interview Prof. Maraun,Female,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat
synthetic_15024,Interview Prof. Sebille,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_15025,Interview Prof. Maraun,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_15026,Former skeptics,Female,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Democrat
synthetic_15027,Social justice,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent
synthetic_15028,Social justice,Male,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_15029,Funding,Male,30-44,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_15030,High public trust,Male,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican
synthetic_15031,Peer-review,Female,60+,Black / African American,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_15032,Measurement & modeling (1),Female,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent
synthetic_15033,High public trust,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15034,Consensus,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_15035,High public trust,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_15036,Funding,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_15037,Extreme weather predictions,Female,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Democrat
synthetic_15038,Former skeptics,Female,45-59,Other,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_15039,Funding,Male,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_15040,Former skeptics,Female,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat
synthetic_15041,Portrait Prof. Cherry,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15042,Portrait Prof. Cherry,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_15043,Social justice,Male,18-29,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_15044,Measurement & modeling (2),Male,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_15045,Measurement & modeling (1),Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_15046,Funding,Male,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_15047,Interview Prof. Maraun,Male,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
synthetic_15048,Funding,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_15049,Consensus,Male,18-29,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_15050,Social justice,Female,45-59,Black / African American,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat
synthetic_15051,Oil industry misinformation,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_15052,Oil industry misinformation,Male,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_15053,Extreme weather predictions,Male,18-29,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_15054,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_15055,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican
synthetic_15056,Scientist community helpers,Female,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_15057,control,Female,45-59,Black / African American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_15058,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_15059,Extreme weather predictions,Male,45-59,Black / African American,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat
synthetic_15060,Former skeptics,Male,60+,Other,Bachelor's degree,"Less than $30,000",Democrat
synthetic_15061,Consensus,Male,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_15062,Corporate reliance,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_15063,Peer-review,Male,45-59,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_15064,Oil industry misinformation,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_15065,Portrait Prof. Cherry,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_15066,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_15067,Social justice,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_15068,Extreme weather predictions,Male,45-59,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_15069,Model accuracy,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent
synthetic_15070,Measurement & modeling (1),Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_15071,control,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent
synthetic_15072,Corporate reliance,Female,45-59,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_15073,Corporate reliance,Male,60+,Black / African American,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_15074,Scientist community helpers,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_15075,Model accuracy,Male,18-29,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_15076,Peer-review,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
synthetic_15077,Portrait Prof. Cherry,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_15078,Funding,Male,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent
synthetic_15079,Social justice,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_15080,Peer-review,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_15081,Social justice,Other,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_15082,Scientist community helpers,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_15083,High public trust,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15084,Measurement & modeling (2),Female,60+,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Other
synthetic_15085,Scientist community helpers,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_15086,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_15087,Corporate reliance,Male,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican
synthetic_15088,Interview Prof. Sebille,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_15089,Measurement & modeling (2),Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_15090,Measurement & modeling (2),Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_15091,Funding,Male,18-29,Black / African American,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_15092,High public trust,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15093,Funding,Male,30-44,Black / African American,Bachelor's degree,"Less than $30,000",Democrat
synthetic_15094,Funding,Male,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
